Wind;PV_rt
0,083366;0,018001421
0,096184;0,000612501
0,15029;0
0,16385;0
0,23862;0
0,25902;0
0,29188;0
0,38747;0
0,39344;0
0,39344;0
0,39344;0
0,37193;0
0,27156;0
0,21143;0
0,14256;0
0,091353;0
0,13579;0
0,18197;0
0,25448;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,30562;0
0,40726;0
0,5339;0
0,67082;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,67082;0
0,56066;0
0,56066;0
0,56066;0
0,67082;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,70662;0
0,56616;0
0,56066;0
0,53985;0
0,41425;0
0,34684;0,006288554
0,26081;0,010150721
0,25902;0,008270155
0,25902;0,012152163
0,25902;0,012728132
0,25902;0,018743053
0,25902;0,010953032
0,2626;0,034966484
0,35401;0,050706411
0,39344;0,036368842
0,45141;0,020165637
0,55843;0,017642163
0,67082;0,030585079
0,76721;0,039038716
0,80177;0,046675595
0,92848;0,047244821
0,94;0,068610553
0,94;0,394432421
0,94;0,519845211
0,9692;0,222181263
0,99475;0,164844474
0,99475;0,151658842
0,99475;0,200327211
0,97869;0,291894632
0,94146;0,178713947
0,94;0,058588895
0,90544;0,093462916
0,76955;0,044342826
0,60669;0,000841713
0,44189;0
0,31338;0
0,23862;0
0,15902;0
0,098878;0
0,057253;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,03798;0
0,019921;0
0,012131;0
0,012131;0
0,012131;0
0,018623;0
0,033259;0
0,01461;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,010744;0
0,0023709;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00052459;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0,00052459;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00052459;0
0;0
0;0
0;0
0;0
0;0
0,00052459;0
0,00098361;0
0,00098361;0
0,00052459;0
0;0
0;0
0;0
0;0,00061017
0;0,001536237
0;0,002730553
0;0,005414007
0,00052459;0,007203554
0,00098361;0,009641211
0,00098361;0,011022379
0,00098361;0,008079643
0,00098361;0,012491195
0,00098361;0,013188521
0,00098361;0,017665279
0,00098361;0,022493589
0,00098361;0,015026226
0,00078689;0,0112362
0,0002623;0,011757268
0,00091803;0,025214511
0,00098361;0,236522684
0,00098361;0,288754737
0,00098361;0,357919105
0,00098361;0,371701895
0,006929;0,220563158
0,012131;0,336065053
0,010744;0,271157842
0,0023709;0,147883263
0,00098361;0,169477263
0,00098361;0,172925368
0,00098361;0,099542368
0,00098361;0,022686221
0,00098361;0,001120249
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,006929;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,015436;0
0,035384;0
0,038689;0
0,038689;0
0,026295;0
0,012131;0
0,012131;0
0,012131;0
0,026295;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,035384;0
0,015436;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,026295;0
0,038689;0
0,038689;0
0,030898;0
0,012839;0
0,012131;0
0,012131;0
0,010744;0
0,0023709;0
0,00098361;0
0,00098361;0
0,00098361;0
0,0008612;0
0,0001224;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0,0001224;0
0,0008612;0
0,00098361;0
0,00098361;0
0,0017268;0
0,0099016;0,001479699
0,012131;0,003675699
0,012131;0,003960891
0,021338;0,00490623
0,038334;0,008372154
0,038689;0,0136335
0,038689;0,022099658
0,041749;0,024781089
0,07541;0,019300721
0,08459;0,012085705
0,096184;0,0176961
0,15165;0,040782032
0,22367;0,180486158
0,27156;0,405566526
0,35521;0,390878368
0,27574;0,424511842
0,24633;0,283226211
0,16974;0,205037053
0,13193;0,216787579
0,085556;0,272121
0,063169;0,224608421
0,038689;0,173975211
0,038689;0,0439017
0,038689;0,009691295
0,063169;0,001928242
0,085556;0
0,13193;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15608;0
0,10971;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,096184;0
0,15165;0
0,22367;0
0,27156;0
0,37193;0
0,39344;0
0,3979;0
0,51161;0
0,56066;0
0,56066;0
0,67082;0
0,76721;0
0,76721;0
0,74793;0
0,5937;0
0,5562;0
0,48337;0
0,55322;0
0,56066;0
0,63226;0
0,76446;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,67082;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,53985;0
0,41425;0
0,39344;0
0,35401;0
0,2626;0
0,25902;0
0,2859;0
0,38448;0
0,42689;0
0,54951;0
0,56066;0
0,56066;0
0,56066;0
0,53985;0
0,41425;0
0,34684;0
0,26081;0
0,25902;0
0,25902;0
0,25902;0
0,30562;0
0,39165;0
0,39344;0
0,39344;0,001346784
0,39344;0,008090912
0,41425;0,021068116
0,53985;0,027964326
0,56066;0,030852837
0,56066;0,031293963
0,56066;0,041996574
0,50269;0,082212268
0,39388;0,057149937
0,30562;0,045131653
0,25902;0,054942379
0,2427;0,068317753
0,16657;0,096951474
0,15705;0,250026158
0,15705;0,353565632
0,15705;0,323987053
0,15705;0,138068684
0,15705;0,237399158
0,15705;0,322995
0,15705;0,312255789
0,15608;0,102826737
0,10971;0,189790263
0,08459;0,064851347
0,08459;0,024136737
0,08459;0,00503616
0,12323;0,000338136
0,15705;0
0,20463;0
0,27574;0
0,38786;0
0,52721;0
0,56066;0
0,56616;0
0,70662;0
0,76721;0
0,76721;0
0,67082;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,48262;0
0,39344;0
0,39165;0
0,30562;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,27156;0
0,37193;0
0,48262;0
0,56066;0
0,50269;0
0,39388;0
0,30562;0
0,25902;0
0,2427;0
0,16657;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,16657;0
0,2427;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,2427;0
0,16657;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,17744;0
0,25282;0
0,33907;0
0,46107;0
0,58562;0
0,74151;0
0,78872;0,000258454
0,9185;0,002146205
0,94;0,003767777
0,94;0,008238275
0,94;0,012593289
0,92848;0,007623973
0,84401;0,020975653
0,93232;0,022969389
0,94;0,019121574
0,95898;0,007224936
0,99402;0,012549947
0,9958;0,052943826
0,99965;0,281704421
1;0,390685737
1;0,492058105
1;0,239672211
1;0,343751053
1;0,238795737
1;0,381083053
1;0,33489
1;0,207435316
1;0,070645705
1;0,190445211
1;0,163910211
1;0,003019982
1;0,000227613
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
0,99951;0
0,99413;0
0,95606;0
0,84785;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,69561;0
0,56341;0
0,63226;0
0,76446;0
0,76721;0
0,76721;0
0,79486;0
0,92387;0
0,94;0
0,94;0
0,94;0
0,94;0
0,94;0
0,94;0
0,94;0
0,85937;0
0,76721;0
0,77873;0
0,90544;0
0,9692;0
0,99604;0
0,99977;0
1;0
1;0,006250606
1;0,0451095
1;0,195723316
0,99977;0,197139158
0,99604;0,042815258
0,99475;0,181497474
0,99232;0,384492632
0,95338;0,193642895
0,93923;0,247310053
0,8371;0,134283474
0,76721;0,314403632
0,76721;0,311600842
0,76721;0,506197263
0,76721;0,485662737
0,76721;0,142990421
0,65482;0,054406863
0,44544;0,191186842
0,28916;0,390589421
0,22231;0,266043474
0,34496;0,150580105
0,60551;0,070535905
0,86172;0,088478574
0,98599;0,144849316
0,99541;0,200972526
0,99935;0,072613437
1;0,035485626
1;0,025365726
1;0,012952547
1;0,001274739
1;0,000141459
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
0,99935;0
0,99541;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99604;0
0,99977;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
0,99846;0
0,99246;0
0,95338;0
0,93923;0
0,8371;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,67082;0
0,56066;0
0,57443;0
0,7259;0
0,76721;0
0,80945;0
0,89008;0
0,74184;0
0,54649;0
0,3777;0
0,26798;0
0,2427;0
0,16657;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0,030550405
0,15705;0,092804116
0,15705;0,114519474
0,15705;0,027644558
0,15608;0,073148953
0,10971;0,079715763
0,08459;0,103722474
0,08459;0,201338526
0,07541;0,472698632
0,041749;0,247570105
0,038689;0,113132526
0,041749;0,031460589
0,07541;0,091357453
0,08459;0,132540158
0,08459;0,418097211
0,08459;0,201405947
0,08459;0,127493211
0,12323;0,307305158
0,15705;0,199874526
0,12323;0,104637474
0,08459;0,082480026
0,08459;0,135930474
0,08459;0,104271474
0,08459;0,087112816
0,08459;0,134187158
0,078878;0,032160805
0,050113;0,058033153
0,078878;0,014161311
0,08459;0,001796867
0,08459;0,000216672
0,089421;0
0,14256;0
0,1575;0
0,21778;0
0,25902;0
0,2859;0
0,38448;0
0,42689;0
0,50863;0
0,36801;0
0,2523;0
0,16072;0
0,093607;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,063169;0
0,038689;0
0,038689;0
0,038689;0
0,033377;0
0,013902;0
0,012131;0
0,010348;0
0,002024;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,0017268;0
0,0099016;0
0,012131;0
0,012131;0
0,012131;0
0,013902;0
0,033377;0
0,038689;0
0,038893;0
0,066026;0
0,087811;0
0,13934;0
0,15705;0
0,15705;0
0,15608;0
0,10971;0
0,089421;0
0,14256;0
0,1575;0
0,21778;0
0,25902;0
0,2626;0
0,35401;0
0,39344;0
0,39344;0
0,39344;0
0,39344;0
0,38448;0
0,2859;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0,050295142
0,25902;0,188904158
0,25902;0,226168737
0,25902;0,034305758
0,25902;0,022157447
0,25902;0,122301789
0,25902;0,303009474
0,25902;0,363110526
0,22911;0,412722789
0,15977;0,171634737
0,15705;0,129303947
0,12323;0,271475684
0,08459;0,139580842
0,08459;0,190108105
0,08459;0,250449947
0,08459;0,410777211
0,08459;0,279075
0,08459;0,284362737
0,08459;0,147912158
0,08459;0,244488
0,08459;0,233122737
0,078878;0,193238368
0,044401;0,102017684
0,038689;0,253089
0,038689;0,179291842
0,038689;0,111244737
0,038689;0,142239158
0,038689;0,014697789
0,038689;0,001936236
0,038689;0,000454707
0,038689;0
0,054601;0
0,083978;0
0,08459;0
0,1023;0
0,17422;0
0,26118;0
0,37399;0
0,51755;0
0,45141;0
0,39344;0
0,38747;0
0,29188;0
0,25902;0
0,22911;0
0,15977;0
0,15705;0
0,12323;0
0,08459;0
0,08459;0
0,099082;0
0,16491;0
0,24633;0
0,33071;0
0,39344;0
0,35401;0
0,26124;0
0,1924;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15383;0
0,1023;0
0,08459;0
0,08459;0
0,084386;0
0,057253;0
0,038689;0
0,027948;0
0,012249;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,006929;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,0008612;0
0,0001224;0
0,00052459;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,006929;0
0,012131;0,010976147
0,012131;0,021782779
0,012131;0,025166353
0,010744;0,026651542
0,0023709;0,037828989
0,00098361;0,045973453
0,00098361;0,056100095
0,00098361;0,058921184
0,00098361;0,058226747
0,00098361;0,069788495
0,00098361;0,087654111
0,0008612;0,074418395
0,0001224;0,096546947
0;0,083643521
0;0,070190132
0;0,0719556
0;0,0757437
0;0,077705653
0;0,077065153
0;0,0685335
0;0,053272263
0;0,0545706
0;0,059032911
0;0,047261195
0;0,033489963
0;0,028645279
0;0,018674668
0,00052459;0,008688358
0,00098361;0,001419309
0,00098361;0,000288158
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,00098361;0
0,0023709;0
0,010744;0
0,012131;0
0,012131;0
0,01638;0
0,03621;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,049909;0
0,08255;0
0,08459;0
0,08459;0
0,08459;0
0,093607;0
0,14803;0
0,1924;0
0,25766;0
0,2859;0
0,38448;0
0,39344;0
0,39344;0
0,39344;0
0,48262;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56341;0
0,69561;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,67082;0
0,55843;0
0,45141;0
0,39344;0
0,35401;0,003440015
0,2626;0,007347546
0,25766;0,015245826
0,1924;0,020321668
0,14803;0,027201505
0,093607;0,028679953
0,077246;0,037033421
0,042973;0,035102289
0,038689;0,026607237
0,038689;0,0404979
0,038689;0,049163432
0,038689;0,057009316
0,038689;0,039901705
0,038689;0,054341368
0,038689;0,064587442
0,038689;0,0721752
0,038689;0,062063968
0,038689;0,051561695
0,042973;0,044545089
0,077246;0,036899542
0,091353;0,0334341
0,14546;0,036887021
0,18197;0,033344526
0,26703;0,027150458
0,38308;0,024323589
0,53639;0,018878858
0,71672;0,011151442
0,76721;0,004515188
0,67082;0,00120048
0,56066;0,000394278
0,56341;0
0,69561;0
0,76721;0
0,76721;0
0,82711;0
0,94013;0
0,98137;0
0,99629;0
0,99986;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
0,99951;0
0,99535;0
0,96214;0
0,94;0
0,92387;0
0,79486;0
0,76721;0
0,76721;0
0,78872;0
0,9185;0
0,94;0
0,85937;0
0,76721;0
0,76721;0
0,71672;0
0,51187;0
0,3413;0
0,22427;0
0,15841;0
0,12323;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,12323;0
0,15705;0
0,15977;0
0,22911;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,2427;0
0,16657;0
0,15705;0
0,15705;0
0,1924;0
0,26124;0
0,35401;0
0,39344;0
0,39344;0
0,39344;0,000780553
0,38448;0,00238449
0,2859;0,003468332
0,25902;0,004479647
0,25902;0,007933532
0,25902;0,007515136
0,25902;0,007363053
0,25902;0,006789107
0,25902;0,004812611
0,25902;0,004314369
0,25902;0,010348168
0,23862;0,021433153
0,15902;0,120760737
0,098878;0,464916316
0,060313;0,425638737
0,07541;0,406163684
0,08459;0,331413
0,08459;0,195742579
0,086522;0,146486684
0,13579;0,143077105
0,18197;0,115270737
0,25448;0,094741026
0,25902;0,101642053
0,25766;0,025264595
0,1924;0,006161321
0,14803;0,001281482
0,093607;0
0,08459;0
0,083978;0
0,054601;0
0,042973;0
0,077246;0
0,091353;0
0,14546;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15029;0
0,096184;0
0,083366;0
0,052153;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,041749;0
0,07541;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,08459;0
0,1023;0
0,15383;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,16974;0
0,24633;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,22911;0
0,15977;0
0,15512;0
0,10584;0
0,08459;0
0,08459;0
0,078878;0
0,044401;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,039913;0
0,071126;0
0,08459;0
0,10584;0
0,15512;0
0,15977;0
0,22911;0
0,25902;0
0,25902;0,001373174
0,30562;0,00268278
0,37014;0,003747069
0,27156;0,004919714
0,21143;0,007025177
0,14256;0,016850447
0,089421;0,026469505
0,12323;0,034947221
0,15705;0,032543179
0,21143;0,005622434
0,25902;0,035585795
0,25902;0,051165837
0,24633;0,033982137
0,16974;0,038666937
0,15841;0,054571563
0,22367;0,079812079
0,25902;0,188499632
0,25902;0,469472053
0,31338;0,496315263
0,42629;0,530199158
0,56328;0,339002684
0,7259;0,311196316
0,76721;0,272101737
0,76721;0,299156842
0,76721;0,162426947
0,76721;0,171875526
0,76721;0,196310842
0,76721;0,082705405
0,76721;0,003234862
0,76721;0,000566597
0,74151;0
0,58636;0
0,50269;0
0,39388;0
0,30562;0
0,25902;0
0,25902;0
0,25902;0
0,25902;0
0,21143;0
0,15705;0
0,12323;0
0,08459;0
0,08459;0
0,08459;0
0,1023;0
0,15383;0
0,16974;0
0,24633;0
0,27574;0
0,37671;0
0,39344;0
0,48262;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,56066;0
0,53985;0
0,41425;0
0,37671;0
0,27574;0
0,24633;0
0,16974;0
0,15705;0
0,15705;0
0,21143;0
0,21778;0
0,13625;0
0,077342;0
0,040568;0
0,018623;0
0,012131;0
0,012131;0
0,012131;0
0,012839;0
0,030898;0
0,038689;0
0,039913;0
0,057661;0
0,039913;0
0,038689;0
0,030898;0
0,013193;0
0,029482;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0
0,038689;0,027592547
0,038689;0,054544595
0,038689;0,051912284
0,042973;0,047553995
0,077246;0,069787532
0,12323;0,067108989
0,17744;0,125287579
0,25282;0,117283737
0,33907;0,112140474
0,46107;0,164815579
0,55991;0,264820263
0,56066;0,433276579
0,56066;0,307362947
0,56066;0,191562474
0,56066;0,117784579
0,56066;0,069805832
0,48262;0,062435747
0,39344;0,048851368
0,39344;0,045856911
0,39344;0,055549168
0,48262;0,053654637
0,56066;0,073812568
0,58636;0,069133547
0,74151;0,040331274
0,78872;0,040292747
0,9185;0,039146589
0,94;0,044595174
0,94;0,018182495
0,92387;0,003204908
0,79486;0,001113314
0,76721;4,57E-05
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,79486;0
0,92387;0
0,94;0
0,94;0
0,9692;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99475;0
0,99541;0
0,99935;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
0,99895;0
0,99267;0
0,95338;0
0,93923;0
0,8371;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,76721;0
0,85937;0
0,94;0
0,94;0
0,94;0
0,94;0
0,94;0
0,94;0
0,94;0
0,94146;0
0,97869;0
0,99475;0
0,99475;0
0,99475;0
0,9692;0
0,94;0
